age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
92,management,married,secondary,no,-1505,no,no,cellular,mar,320,8,-1,5,unknown,0
63,admin.,married,secondary,no,4939,yes,no,telephone,may,28,12,-1,8,unknown,1
64,management,married,tertiary,no,-567,no,yes,cellular,sep,261,11,-1,3,failure,0
42,student,married,secondary,no,5023,no,no,cellular,sep,384,2,43,0,unknown,1
89,technician,married,secondary,no,5649,no,no,cellular,jan,276,14,16,3,unknown,1
20,technician,married,tertiary,no,2328,yes,no,cellular,oct,209,9,-1,0,other,1
41,blue-collar,divorced,secondary,no,3470,yes,no,cellular,mar,126,3,-1,4,unknown,1
50,self-employed,married,primary,no,-5582,yes,no,telephone,mar,336,9,-1,4,unknown,0
55,management,married,secondary,no,771,no,no,telephone,jul,55,9,41,7,unknown,0
54,blue-collar,married,unknown,no,3625,no,no,cellular,mar,254,10,-1,0,success,1
29,blue-collar,married,unknown,no,3234,no,no,telephone,dec,224,5,48,4,unknown,1
35,blue-collar,married,secondary,no,-1483,no,no,telephone,feb,378,14,15,1,failure,0
25,technician,married,tertiary,no,554,no,no,cellular,feb,138,4,-1,4,unknown,1
62,housemaid,married,secondary,no,-4380,yes,no,telephone,oct,150,7,5,9,unknown,0
45,management,married,primary,no,2109,yes,no,telephone,apr,46,12,-1,7,failure,1
62,blue-collar,single,secondary,no,-2943,yes,no,telephone,sep,281,2,-1,8,other,0
63,entrepreneur,married,secondary,no,3687,yes,no,telephone,sep,161,6,-1,0,unknown,1
72,technician,married,secondary,no,3802,no,no,cellular,mar,99,7,-1,7,unknown,1
60,entrepreneur,married,tertiary,no,156,yes,no,cellular,jul,113,11,-1,8,unknown,0
68,blue-collar,married,secondary,yes,2347,no,no,telephone,jul,295,12,-1,6,unknown,1
63,services,married,secondary,no,722,yes,no,telephone,feb,66,12,32,7,unknown,0
68,unemployed,married,secondary,no,1732,yes,no,cellular,oct,78,6,30,0,unknown,1
66,blue-collar,married,primary,no,-1324,no,no,cellular,nov,345,7,-1,7,success,0
42,management,married,secondary,no,2569,no,no,cellular,dec,197,1,-1,8,unknown,1
37,self-employed,divorced,unknown,no,-2411,yes,no,telephone,feb,354,12,-1,2,unknown,0
79,blue-collar,divorced,secondary,no,-2826,yes,yes,cellular,mar,170,5,-1,4,unknown,0
44,admin.,divorced,primary,no,932,yes,no,cellular,oct,220,7,-1,4,unknown,1
60,management,married,secondary,no,735,yes,no,cellular,apr,242,10,-1,0,unknown,1
33,blue-collar,married,unknown,no,1799,yes,no,cellular,aug,414,11,-1,1,unknown,1
51,admin.,married,tertiary,no,-229,no,no,telephone,may,403,2,-1,3,unknown,0
59,technician,married,secondary,no,5349,yes,no,cellular,mar,381,11,22,1,unknown,1
66,retired,married,secondary,no,1553,yes,no,cellular,aug,132,6,-1,5,unknown,1
59,blue-collar,married,secondary,no,1712,no,yes,cellular,mar,82,6,58,0,failure,1
46,blue-collar,married,tertiary,no,1634,no,no,telephone,feb,327,2,15,0,unknown,1
93,student,married,tertiary,no,3406,yes,no,cellular,jul,413,11,-1,6,unknown,1
57,technician,married,tertiary,no,2467,yes,yes,cellular,mar,383,7,-1,2,unknown,1
81,student,single,secondary,no,2172,no,yes,cellular,mar,222,2,19,3,unknown,1
75,technician,married,primary,no,2819,yes,no,telephone,oct,322,2,-1,3,failure,1
61,housemaid,single,secondary,no,-2814,yes,no,telephone,jul,324,11,-1,4,unknown,0
87,management,married,primary,no,-2731,yes,no,telephone,jul,241,2,-1,4,failure,0
28,admin.,married,primary,no,1033,no,no,cellular,feb,247,8,-1,1,unknown,0
89,entrepreneur,married,secondary,no,765,no,yes,telephone,feb,234,10,-1,0,other,0
84,technician,married,secondary,no,2476,no,no,telephone,may,110,13,-1,4,unknown,1
57,blue-collar,married,tertiary,no,1244,yes,no,cellular,may,124,3,12,5,unknown,1
75,blue-collar,married,tertiary,no,2480,yes,no,telephone,jun,122,5,-1,7,unknown,1
58,management,single,tertiary,no,-1540,no,no,telephone,feb,0,3,46,1,unknown,0
38,admin.,married,tertiary,yes,1176,yes,no,telephone,nov,240,13,17,0,unknown,1
80,blue-collar,married,tertiary,no,-1750,no,no,telephone,may,214,9,-1,5,unknown,0
37,blue-collar,divorced,primary,no,2051,yes,no,cellular,oct,327,14,8,9,unknown,1
42,technician,married,secondary,no,-2932,no,no,cellular,may,397,1,-1,2,unknown,0
58,technician,married,primary,no,1966,yes,no,cellular,jun,405,10,-1,0,unknown,1
83,technician,married,primary,no,-2032,yes,no,cellular,feb,419,1,54,4,unknown,0
47,blue-collar,married,primary,no,356,yes,no,cellular,sep,114,2,42,5,unknown,1
56,admin.,married,tertiary,no,3169,no,no,cellular,jan,20,7,-1,6,failure,1
21,services,married,tertiary,no,1700,no,no,telephone,sep,350,6,21,1,unknown,1
27,technician,single,tertiary,no,-2420,no,yes,cellular,nov,413,6,-1,6,unknown,0
22,management,married,unknown,no,-279,yes,no,telephone,may,438,1,42,3,unknown,0
23,admin.,married,tertiary,no,-2103,no,no,cellular,nov,288,8,-1,0,unknown,0
85,admin.,married,primary,no,-2528,yes,no,cellular,sep,0,5,-1,9,unknown,0
83,blue-collar,divorced,tertiary,no,1459,yes,no,cellular,jan,271,14,16,5,unknown,1
82,technician,single,tertiary,no,2433,no,no,cellular,mar,298,12,-1,3,failure,1
22,technician,divorced,tertiary,no,2169,no,no,cellular,aug,395,7,-1,8,other,1
24,retired,single,primary,no,2526,no,no,cellular,sep,420,11,11,7,unknown,1
39,technician,single,primary,no,1174,yes,no,cellular,feb,347,9,9,2,unknown,1
62,services,married,tertiary,yes,599,yes,no,cellular,sep,138,7,-1,9,unknown,0
44,services,divorced,primary,no,-1161,no,no,cellular,oct,76,13,-1,5,unknown,0
56,admin.,married,secondary,no,232,yes,no,cellular,feb,295,9,-1,2,unknown,0
31,technician,married,secondary,no,-1707,no,no,cellular,nov,109,7,-1,4,unknown,0
75,blue-collar,single,primary,no,-659,no,no,cellular,jul,427,8,-1,1,unknown,0
42,technician,married,primary,no,1396,yes,no,cellular,aug,0,11,-1,8,unknown,0
23,admin.,married,unknown,no,941,yes,no,telephone,jan,299,11,-1,2,unknown,0
75,retired,married,tertiary,no,7942,no,no,cellular,aug,265,8,43,4,unknown,1
88,housemaid,married,tertiary,no,-1761,yes,no,telephone,jun,191,3,18,0,unknown,0
19,admin.,single,secondary,no,925,yes,no,telephone,may,90,9,-1,9,unknown,1
52,services,married,secondary,no,-1932,yes,no,cellular,oct,0,7,-1,3,unknown,0
82,retired,single,secondary,no,347,yes,no,cellular,mar,146,14,32,6,failure,0
73,blue-collar,married,secondary,no,436,no,no,cellular,jan,148,13,27,3,success,0
84,retired,single,primary,no,3059,no,no,cellular,jun,376,1,-1,5,success,1
50,services,married,tertiary,no,211,yes,no,cellular,sep,110,14,-1,5,failure,0
47,unemployed,divorced,unknown,no,779,yes,no,cellular,feb,283,13,-1,2,unknown,0
73,self-employed,married,secondary,no,253,no,no,telephone,dec,39,13,-1,4,unknown,0
29,admin.,married,secondary,no,-1882,no,yes,cellular,sep,287,7,-1,5,unknown,0
36,technician,married,secondary,no,-235,no,no,cellular,dec,0,4,-1,2,unknown,0
64,services,married,primary,yes,360,yes,no,telephone,jun,513,9,10,1,unknown,0
70,blue-collar,married,secondary,no,1362,no,no,cellular,feb,200,13,38,1,unknown,0
27,blue-collar,single,secondary,no,2430,no,no,cellular,mar,0,7,-1,4,success,1
57,self-employed,divorced,secondary,no,684,no,no,cellular,jul,120,14,-1,2,unknown,0
46,admin.,single,secondary,no,645,yes,yes,cellular,aug,97,4,-1,2,unknown,0
57,technician,married,tertiary,no,-2586,yes,no,telephone,sep,128,12,-1,6,failure,0
92,student,married,secondary,no,2387,no,no,cellular,oct,169,1,-1,6,unknown,1
23,blue-collar,single,primary,no,-331,no,no,cellular,oct,127,12,54,9,unknown,0
95,technician,single,primary,no,2844,no,yes,cellular,aug,106,14,-1,7,unknown,1
53,self-employed,married,primary,no,4096,yes,yes,cellular,jan,58,10,1,4,failure,1
78,technician,divorced,secondary,no,787,yes,yes,cellular,jul,335,9,-1,9,failure,0
51,blue-collar,married,tertiary,no,-1051,yes,no,cellular,oct,388,6,-1,9,unknown,0
42,admin.,single,tertiary,no,1163,yes,no,cellular,nov,184,13,29,2,unknown,0
78,housemaid,divorced,secondary,no,1967,no,no,cellular,nov,218,2,44,1,failure,1
71,blue-collar,single,secondary,no,506,no,no,telephone,jan,62,5,-1,8,unknown,0
29,technician,married,primary,no,-41,no,no,telephone,jun,230,2,38,8,unknown,1
73,admin.,married,secondary,no,2440,yes,yes,telephone,aug,252,4,-1,8,unknown,1
76,technician,married,secondary,no,2295,no,no,cellular,mar,189,8,13,4,unknown,1
48,unemployed,single,tertiary,no,438,yes,no,telephone,may,275,5,-1,8,unknown,0
90,technician,married,secondary,no,-2439,no,no,telephone,feb,263,6,-1,7,other,0
67,self-employed,single,secondary,no,2204,yes,no,cellular,mar,72,4,-1,7,unknown,1
44,blue-collar,divorced,secondary,no,-488,no,no,cellular,jan,387,5,21,6,unknown,0
18,technician,married,primary,yes,1672,no,yes,cellular,dec,191,7,21,2,unknown,0
70,entrepreneur,married,tertiary,no,1533,yes,no,telephone,nov,455,3,-1,7,unknown,1
34,technician,single,primary,no,-2956,no,no,telephone,may,279,14,24,8,unknown,0
77,blue-collar,married,primary,no,1378,no,no,telephone,jan,496,13,-1,8,unknown,1
58,entrepreneur,married,primary,no,2332,no,no,cellular,may,385,13,-1,5,unknown,1
54,technician,married,tertiary,yes,2602,yes,no,telephone,jun,252,1,-1,0,unknown,1
30,services,married,secondary,no,1458,no,no,cellular,mar,119,7,-1,7,unknown,1
73,self-employed,single,secondary,no,-3150,yes,no,cellular,aug,122,12,-1,2,unknown,0
30,blue-collar,married,secondary,no,4010,yes,no,cellular,dec,295,5,-1,2,failure,1
50,blue-collar,married,primary,yes,2104,yes,yes,telephone,nov,240,4,-1,0,success,1
83,admin.,married,tertiary,yes,-1447,no,no,telephone,nov,138,9,-1,1,unknown,0
89,technician,married,primary,no,-533,yes,no,cellular,oct,337,1,-1,4,failure,0
95,blue-collar,married,primary,no,1709,no,yes,cellular,jan,225,9,-1,2,unknown,1
92,management,single,secondary,no,2696,yes,no,cellular,jul,337,7,-1,3,success,1
61,blue-collar,married,primary,no,126,yes,yes,cellular,jul,83,10,-1,5,unknown,0
33,management,married,primary,no,3016,no,yes,telephone,feb,360,10,-1,5,unknown,1
83,blue-collar,divorced,tertiary,no,-2744,no,no,cellular,feb,290,8,45,4,unknown,0
80,blue-collar,married,secondary,no,-1093,yes,no,cellular,jul,388,9,57,4,unknown,0
95,blue-collar,single,secondary,no,-3342,yes,no,cellular,sep,357,1,-1,8,unknown,0
68,management,married,secondary,no,-774,yes,no,telephone,mar,208,14,47,2,unknown,0
29,technician,married,tertiary,no,4518,yes,no,telephone,jun,197,2,-1,0,unknown,1
57,blue-collar,married,primary,no,5727,yes,yes,cellular,jan,470,14,37,8,unknown,1
52,entrepreneur,single,primary,no,1716,yes,no,cellular,feb,179,14,-1,0,other,1
83,services,single,secondary,no,-205,yes,no,telephone,jul,325,11,-1,7,unknown,0
48,blue-collar,married,secondary,yes,712,no,no,cellular,jul,167,11,-1,3,unknown,0
43,unemployed,married,unknown,no,2241,yes,no,cellular,oct,0,1,13,8,unknown,1
24,blue-collar,married,secondary,no,-2239,yes,no,cellular,nov,48,14,-1,1,unknown,0
83,admin.,married,primary,no,-59,no,no,telephone,mar,277,8,-1,1,unknown,0
76,technician,single,secondary,no,4357,no,no,telephone,may,318,5,-1,4,unknown,1
21,blue-collar,single,secondary,no,-1101,no,no,cellular,nov,277,10,49,4,unknown,0
51,blue-collar,divorced,primary,no,-448,no,no,cellular,jan,380,8,-1,7,unknown,0
55,management,married,secondary,no,1229,yes,yes,cellular,oct,275,6,-1,6,unknown,0
54,blue-collar,single,primary,no,1823,no,no,cellular,dec,111,5,-1,9,unknown,1
89,retired,married,tertiary,no,-175,yes,no,cellular,feb,303,2,39,6,failure,0
29,unemployed,married,tertiary,no,1369,no,no,cellular,feb,244,13,-1,2,failure,0
41,services,divorced,secondary,no,2537,yes,no,cellular,sep,139,10,-1,0,unknown,1
32,management,married,unknown,no,5515,yes,yes,cellular,jun,286,5,-1,2,unknown,1
37,management,single,unknown,no,922,yes,no,cellular,dec,231,11,-1,9,success,1
88,unknown,single,primary,no,1109,yes,no,cellular,jul,135,10,-1,7,unknown,0
91,blue-collar,divorced,secondary,no,4560,no,no,telephone,aug,195,2,-1,7,unknown,1
21,blue-collar,married,secondary,no,-8,yes,no,cellular,mar,418,3,-1,2,unknown,0
67,technician,married,primary,no,-1714,yes,yes,telephone,apr,413,4,-1,4,unknown,0
36,services,single,secondary,no,1751,no,no,telephone,mar,246,2,-1,7,failure,1
33,blue-collar,single,secondary,no,3568,yes,yes,telephone,feb,228,12,-1,9,failure,1
40,services,married,unknown,no,1994,no,no,cellular,feb,19,3,37,5,unknown,1
33,admin.,single,secondary,no,987,yes,no,cellular,nov,461,12,-1,0,unknown,1
56,unemployed,married,tertiary,no,-1986,no,no,cellular,jan,365,8,-1,8,failure,0
95,blue-collar,married,secondary,no,1072,yes,no,cellular,jul,325,2,-1,9,unknown,0
63,admin.,single,primary,no,3913,no,no,cellular,jul,0,12,16,0,unknown,1
74,admin.,married,tertiary,no,-1515,no,no,cellular,jan,226,3,14,3,unknown,0
56,blue-collar,married,primary,no,662,yes,no,cellular,nov,202,14,42,9,failure,0
19,blue-collar,divorced,primary,no,348,yes,no,telephone,jul,316,1,-1,9,unknown,0
24,admin.,single,secondary,no,-335,no,no,cellular,feb,157,9,-1,9,unknown,0
38,blue-collar,divorced,secondary,no,1745,yes,no,telephone,feb,188,5,-1,9,unknown,1
37,blue-collar,married,secondary,no,2175,yes,no,telephone,sep,307,8,10,0,unknown,1
83,technician,divorced,primary,no,2152,yes,no,cellular,aug,112,12,-1,1,unknown,1
83,technician,married,secondary,no,-949,no,no,cellular,may,140,12,-1,4,failure,0
84,blue-collar,married,secondary,no,-2421,yes,no,cellular,may,247,4,-1,6,success,0
67,blue-collar,married,primary,no,1777,yes,no,telephone,jan,407,1,6,4,unknown,1
61,admin.,single,secondary,no,87,no,no,telephone,jan,333,4,-1,2,unknown,0
68,admin.,divorced,primary,no,5244,no,no,cellular,jul,371,12,22,2,other,1
49,blue-collar,single,secondary,no,5346,yes,no,cellular,may,229,8,-1,6,unknown,1
70,retired,single,secondary,no,5580,no,no,cellular,apr,429,11,9,9,unknown,1
79,unknown,married,tertiary,no,-868,no,no,telephone,may,0,7,-1,8,unknown,0
77,unemployed,married,secondary,no,2453,no,no,telephone,aug,503,8,-1,1,unknown,1
65,technician,married,secondary,no,3116,yes,no,telephone,apr,521,1,7,1,unknown,1
22,services,married,secondary,no,2868,yes,no,cellular,may,284,1,-1,2,unknown,1
74,blue-collar,married,unknown,no,420,yes,no,cellular,apr,337,10,-1,7,unknown,0
46,retired,single,primary,no,4014,yes,yes,cellular,aug,215,3,-1,0,unknown,1
76,retired,single,primary,no,1201,no,no,cellular,jan,191,6,-1,7,unknown,1
60,student,single,secondary,no,1482,no,no,cellular,dec,134,6,-1,5,unknown,1
86,entrepreneur,married,primary,no,-2183,no,no,telephone,jul,213,9,-1,6,unknown,0
44,technician,married,primary,no,2618,no,no,telephone,mar,298,14,-1,8,unknown,1
90,retired,married,primary,no,627,no,no,cellular,oct,279,11,-1,5,failure,0
83,retired,married,secondary,no,2223,yes,no,cellular,dec,498,9,-1,6,other,1
43,blue-collar,married,secondary,no,1717,no,no,cellular,jan,234,12,-1,4,unknown,1
55,unemployed,married,secondary,no,1598,no,no,telephone,mar,12,8,-1,6,unknown,1
59,admin.,married,tertiary,no,1099,no,yes,telephone,feb,450,3,-1,3,failure,1
77,unknown,single,secondary,no,2931,no,yes,cellular,jan,49,7,41,0,unknown,1
71,retired,married,tertiary,no,762,no,no,cellular,sep,142,14,1,0,success,0
84,admin.,married,tertiary,no,-2001,no,no,cellular,mar,258,11,-1,7,unknown,0
46,management,married,tertiary,no,2452,no,no,cellular,may,278,5,26,6,unknown,0
57,admin.,married,tertiary,no,-580,yes,yes,cellular,oct,18,5,-1,4,unknown,0
51,retired,married,secondary,no,-1713,yes,no,cellular,aug,115,13,-1,7,unknown,0
88,retired,married,secondary,no,-1049,yes,no,cellular,sep,13,2,-1,4,failure,0
41,services,married,secondary,no,1823,yes,yes,cellular,feb,307,14,-1,2,unknown,1
63,entrepreneur,married,primary,yes,988,yes,yes,cellular,dec,386,10,-1,5,unknown,0
27,admin.,divorced,secondary,no,-3492,yes,no,telephone,jan,49,12,-1,3,unknown,0
84,blue-collar,married,primary,no,356,yes,yes,cellular,sep,359,5,-1,9,other,0
47,technician,married,primary,no,3772,yes,no,cellular,aug,350,10,-1,7,failure,1
44,admin.,married,tertiary,no,207,no,no,telephone,may,128,5,-1,7,unknown,0
63,technician,married,secondary,no,836,no,yes,cellular,nov,0,1,-1,6,unknown,0
56,blue-collar,married,secondary,no,3495,no,no,cellular,nov,70,7,-1,6,unknown,1
84,technician,single,secondary,no,2950,no,no,cellular,jan,137,14,15,7,unknown,1
59,technician,married,secondary,no,3448,yes,no,telephone,dec,436,4,-1,4,failure,1
58,entrepreneur,single,tertiary,no,-4900,no,no,cellular,mar,203,3,-1,8,unknown,0
26,blue-collar,married,secondary,no,5014,yes,no,cellular,oct,79,13,-1,0,success,1
19,entrepreneur,married,secondary,no,2600,yes,no,cellular,oct,241,13,44,6,unknown,1
49,technician,married,secondary,yes,6615,yes,no,telephone,jul,39,12,-1,5,other,1
95,blue-collar,married,secondary,no,-521,no,no,cellular,nov,292,14,-1,0,other,0
89,technician,married,secondary,no,-2680,no,yes,cellular,oct,83,14,21,6,unknown,0
67,technician,divorced,unknown,yes,1216,no,no,cellular,jul,103,13,-1,0,success,0
67,blue-collar,single,secondary,no,594,yes,no,cellular,mar,273,14,14,7,unknown,1
48,technician,divorced,secondary,no,2638,yes,no,cellular,jun,465,11,-1,5,unknown,1
31,blue-collar,married,secondary,no,3565,yes,no,cellular,nov,528,5,27,6,unknown,1
18,blue-collar,single,secondary,no,1008,yes,no,cellular,mar,74,7,-1,6,unknown,0
44,services,married,unknown,no,670,yes,yes,cellular,dec,136,6,-1,3,unknown,0
42,technician,single,tertiary,no,2350,yes,yes,telephone,mar,292,8,-1,6,unknown,1
32,student,divorced,secondary,no,636,no,no,cellular,aug,384,10,-1,2,unknown,0
38,blue-collar,single,secondary,no,452,no,yes,cellular,aug,0,4,-1,7,unknown,0
19,self-employed,divorced,secondary,no,3482,no,no,telephone,mar,232,1,53,0,unknown,1
65,retired,single,primary,no,3972,yes,no,telephone,jun,152,9,2,1,unknown,1
90,self-employed,married,secondary,no,3585,yes,no,cellular,feb,0,14,6,7,success,1
71,student,single,tertiary,no,830,yes,no,telephone,may,33,13,-1,0,unknown,0
52,blue-collar,married,secondary,no,-3508,yes,yes,cellular,dec,141,1,36,9,unknown,0
50,technician,divorced,primary,no,874,yes,no,telephone,jan,228,9,-1,0,other,0
41,blue-collar,single,tertiary,no,-468,no,no,cellular,nov,361,8,-1,5,unknown,0
29,retired,married,tertiary,no,915,no,no,cellular,sep,270,6,-1,9,unknown,0
64,services,married,secondary,no,-276,yes,no,telephone,sep,353,10,-1,6,unknown,0
62,blue-collar,married,secondary,no,1154,yes,no,cellular,apr,224,6,-1,6,other,1
18,unemployed,married,secondary,no,-1086,yes,yes,telephone,dec,121,13,-1,6,unknown,0
50,admin.,married,tertiary,no,-1618,no,no,cellular,apr,194,13,-1,7,failure,0
39,services,single,primary,no,3890,yes,no,cellular,jul,317,10,-1,1,unknown,1
31,management,married,primary,no,-933,yes,no,telephone,jan,365,7,-1,3,unknown,0
72,admin.,single,secondary,no,1201,yes,no,cellular,nov,199,9,39,1,unknown,1
59,services,married,primary,no,3300,no,no,telephone,sep,90,13,-1,2,failure,1
67,retired,married,secondary,no,3211,yes,no,telephone,feb,267,5,18,2,failure,1
73,admin.,married,tertiary,no,2949,yes,no,cellular,aug,287,13,-1,6,success,1
94,technician,divorced,primary,no,1866,yes,no,cellular,mar,393,9,55,9,unknown,1
80,blue-collar,married,secondary,no,2793,yes,no,cellular,jun,125,1,3,5,unknown,1
66,management,married,unknown,no,4221,yes,no,cellular,jul,127,11,37,0,success,1
86,admin.,married,secondary,no,2135,yes,no,cellular,dec,326,3,-1,6,unknown,1
55,unemployed,single,secondary,yes,-2842,yes,no,cellular,apr,163,8,-1,5,unknown,0
94,entrepreneur,married,secondary,no,37,no,no,telephone,jan,157,14,-1,7,unknown,0
77,blue-collar,single,primary,no,2732,no,no,cellular,jun,396,11,-1,3,unknown,1
68,blue-collar,single,primary,no,-180,no,no,telephone,dec,28,10,0,4,unknown,0
88,services,single,secondary,no,4764,yes,no,cellular,oct,508,1,-1,6,failure,1
58,management,married,secondary,no,1061,no,no,cellular,jan,134,13,-1,7,unknown,1
74,technician,married,secondary,no,1388,no,yes,cellular,jan,341,5,29,2,failure,1
40,blue-collar,married,primary,no,3674,yes,yes,cellular,oct,205,1,-1,5,unknown,1
93,admin.,married,tertiary,yes,798,yes,no,cellular,sep,258,14,-1,9,other,0
66,unknown,single,primary,no,1588,no,no,cellular,jul,183,3,-1,0,unknown,1
78,technician,married,tertiary,yes,3178,no,no,telephone,feb,340,5,-1,3,unknown,1
53,entrepreneur,married,secondary,no,-2039,yes,no,telephone,apr,171,2,-1,5,unknown,0
85,technician,married,secondary,no,572,no,no,cellular,nov,140,9,-1,9,unknown,0
23,unemployed,married,secondary,no,3024,yes,no,telephone,feb,474,13,18,9,unknown,1
26,admin.,married,primary,no,1344,yes,no,telephone,mar,224,8,30,5,unknown,1
57,admin.,single,secondary,no,4428,no,no,cellular,jun,125,13,-1,5,unknown,1
75,unemployed,married,secondary,no,-2267,yes,no,telephone,sep,11,14,-1,4,unknown,0
81,housemaid,divorced,primary,no,-2518,no,no,cellular,oct,481,13,20,4,unknown,0
52,blue-collar,single,secondary,no,2893,yes,no,cellular,aug,143,3,-1,7,unknown,1
68,blue-collar,married,secondary,no,3105,no,no,cellular,jun,509,3,-1,5,unknown,1
61,technician,married,secondary,no,775,no,no,telephone,may,276,5,-1,5,unknown,1
92,technician,married,secondary,no,2081,no,no,telephone,jan,240,9,9,8,unknown,1
69,blue-collar,married,primary,no,2839,yes,yes,telephone,apr,244,13,-1,1,unknown,1
50,entrepreneur,married,secondary,no,-590,no,no,telephone,mar,530,5,-1,9,failure,0
93,blue-collar,single,primary,no,-355,no,yes,cellular,jan,0,10,52,7,unknown,0
26,management,single,secondary,no,1617,no,yes,cellular,sep,250,3,45,5,unknown,1
94,admin.,married,secondary,no,3189,yes,no,cellular,may,183,8,-1,5,other,1
30,admin.,married,secondary,no,-1365,no,no,cellular,jul,190,11,-1,5,success,0
40,management,married,secondary,no,765,yes,no,cellular,mar,241,6,44,5,unknown,0
82,blue-collar,divorced,tertiary,no,663,yes,no,telephone,aug,183,3,-1,3,unknown,1
75,management,married,secondary,no,2120,yes,no,cellular,feb,246,6,9,7,unknown,1
93,admin.,single,tertiary,no,1181,yes,no,cellular,sep,217,11,-1,2,unknown,0
76,housemaid,single,secondary,no,-1,no,no,telephone,sep,36,14,-1,6,unknown,0
67,management,married,secondary,no,3947,yes,no,telephone,apr,273,9,19,5,unknown,1
45,entrepreneur,married,primary,no,14,yes,no,cellular,mar,320,10,-1,3,unknown,0
18,blue-collar,married,secondary,no,557,no,no,cellular,oct,144,6,-1,8,success,1
27,blue-collar,single,secondary,no,-2301,yes,no,telephone,mar,482,14,-1,3,unknown,0
41,blue-collar,married,tertiary,no,-370,no,no,cellular,mar,407,13,15,6,failure,0
21,services,single,secondary,no,2335,yes,no,cellular,may,338,14,-1,2,success,1
57,blue-collar,single,secondary,no,1905,yes,no,cellular,dec,336,13,4,2,unknown,1
78,admin.,single,primary,no,2519,yes,no,cellular,jun,224,8,-1,5,unknown,1
93,blue-collar,married,primary,yes,2412,no,no,cellular,apr,380,14,-1,9,failure,0
56,blue-collar,married,tertiary,no,5793,yes,yes,cellular,jul,440,9,59,2,unknown,1
86,technician,single,primary,no,-445,yes,no,cellular,may,333,9,27,1,unknown,0
94,blue-collar,married,primary,no,-2363,no,no,cellular,aug,140,10,30,1,unknown,0
85,blue-collar,single,tertiary,no,-1111,yes,yes,cellular,jun,214,3,-1,4,unknown,0
54,services,married,unknown,no,-348,yes,no,cellular,aug,300,12,-1,7,unknown,0
43,technician,married,secondary,no,-944,yes,yes,cellular,jun,337,6,-1,7,success,0
94,blue-collar,single,secondary,no,1406,yes,no,cellular,jun,209,10,-1,2,unknown,1
36,services,married,tertiary,no,3956,no,no,telephone,jun,141,12,-1,8,other,1
50,retired,married,secondary,no,4587,no,no,cellular,may,442,2,-1,1,unknown,1
23,technician,married,secondary,no,2309,no,no,cellular,dec,70,5,-1,5,failure,1
79,services,married,secondary,no,5911,no,yes,cellular,apr,88,14,-1,8,unknown,1
68,self-employed,single,tertiary,no,416,yes,no,telephone,oct,34,6,-1,8,unknown,0
24,technician,married,tertiary,no,-2392,yes,no,cellular,sep,88,10,-1,7,success,0
35,unemployed,married,secondary,no,3517,no,no,cellular,jul,395,8,-1,3,success,1
61,retired,married,primary,no,-2845,yes,yes,telephone,apr,399,13,-1,7,unknown,0
60,admin.,divorced,secondary,no,-461,no,no,telephone,jun,210,8,-1,3,failure,0
80,technician,married,secondary,no,2344,no,no,cellular,nov,289,6,36,3,unknown,1
38,management,divorced,tertiary,no,975,yes,yes,cellular,mar,219,1,-1,5,unknown,0
90,self-employed,divorced,primary,no,780,yes,no,telephone,aug,53,7,20,6,unknown,1
52,technician,married,primary,no,-1398,no,no,telephone,oct,531,9,-1,2,unknown,0
82,admin.,single,tertiary,no,1176,yes,no,telephone,aug,412,10,24,9,unknown,0
36,services,single,secondary,no,3408,yes,no,telephone,feb,270,11,-1,8,unknown,1
20,blue-collar,married,tertiary,yes,1244,no,no,telephone,jul,100,11,41,2,other,0
22,retired,married,primary,no,-626,yes,no,telephone,mar,189,7,28,2,unknown,0
47,technician,single,tertiary,no,-1545,yes,yes,cellular,dec,123,2,-1,0,failure,0
92,management,single,primary,no,-581,no,no,telephone,may,234,4,-1,4,unknown,0
21,entrepreneur,single,primary,no,2063,yes,no,telephone,jun,263,6,-1,1,unknown,1
46,services,divorced,secondary,no,1956,yes,no,cellular,nov,172,14,-1,9,failure,1
26,services,married,secondary,no,-561,yes,no,cellular,jun,16,11,32,8,unknown,0
90,retired,single,secondary,yes,-3664,yes,no,cellular,mar,518,13,29,8,unknown,0
70,student,single,primary,no,2124,yes,no,telephone,nov,253,14,-1,2,other,1
77,entrepreneur,married,primary,no,-775,no,no,cellular,aug,284,2,-1,6,unknown,0
73,admin.,married,tertiary,no,2716,no,yes,cellular,aug,161,1,-1,4,unknown,1
69,services,married,secondary,no,-463,no,no,cellular,jan,1,9,-1,2,unknown,0
78,blue-collar,single,secondary,no,-973,no,no,cellular,jun,208,4,-1,5,unknown,0
18,entrepreneur,married,tertiary,no,1537,no,no,cellular,jun,175,13,-1,1,unknown,1
85,services,single,primary,no,6387,yes,no,cellular,apr,319,7,30,9,unknown,1
75,technician,married,tertiary,no,2848,no,no,cellular,jul,347,1,-1,1,unknown,1
75,blue-collar,married,secondary,no,1500,no,yes,cellular,mar,327,4,11,3,unknown,1
48,blue-collar,single,secondary,no,1989,yes,no,cellular,jun,358,5,-1,2,unknown,1
80,management,married,primary,no,-2652,no,no,cellular,oct,473,1,-1,5,unknown,0
47,blue-collar,divorced,tertiary,no,-1269,yes,no,cellular,sep,275,5,-1,6,success,0
