age,income_usd,wealth_usd,risk_score,horizon_years,debt_to_income,market_vol,invest_risky
57,325634,105508,-0.024,3,0.043,0.186,1
30,122858,133555,-0.348,28,0.299,0.086,1
50,50527,62165,-1.021,22,0.134,0.219,1
68,103619,128140,-1.455,19,0.302,0.248,0
68,47440,54870,-0.691,5,0.311,0.221,1
64,166703,377338,0.859,17,0.419,0.169,1
45,55805,244681,0.233,21,0.214,0.125,1
48,93404,543072,-0.069,19,0.426,0.126,1
36,58611,34615,-1.04,4,0.273,0.169,0
67,68483,830612,-0.374,2,0.297,0.158,1
44,189215,36431,0.737,15,0.208,0.147,1
59,94778,51017,0.505,22,0.088,0.253,1
38,68048,85789,-0.477,12,0.297,0.235,1
58,50764,486669,-2.5,21,0.55,0.256,0
32,35303,183764,-0.675,30,0.236,0.133,1
57,48143,120444,-0.483,27,0.428,0.125,1
23,95182,73499,-0.907,19,0.349,0.185,1
26,146926,43480,-0.413,22,0.287,0.205,1
38,68009,415715,0.817,3,0.52,0.184,0
45,197370,307788,-0.037,3,0.166,0.201,1
56,62869,506660,0.99,22,0.29,0.275,1
38,79902,214385,-1.508,25,0.478,0.167,1
21,52458,13912,-0.305,6,0.164,0.228,1
37,147701,48936,-1.939,18,0.413,0.211,1
42,256869,227926,-0.427,9,0.323,0.186,1
48,37297,107543,-1.046,4,0.159,0.226,1
53,75696,90711,1.281,12,0.144,0.134,1
33,169389,55575,0.41,14,0.226,0.122,1
51,43656,351942,1.015,24,0.135,0.206,1
52,119480,226152,-0.429,26,0.306,0.082,1
59,165761,235499,-1.02,29,0.075,0.211,1
47,93590,84808,-1.052,4,0.232,0.112,1
61,118503,175791,0.265,28,0.067,0.271,1
32,217079,44999,1.81,16,0.043,0.156,1
56,238417,133458,0.412,6,0.338,0.267,1
23,87254,15417,-0.375,20,0.048,0.167,1
26,68966,36574,-0.189,2,0.719,0.165,1
64,56816,112230,-0.031,14,0.279,0.232,1
44,146686,1271868,2.027,25,0.401,0.198,1
52,45328,29665,1.234,30,0.379,0.176,1
51,79323,48980,0.26,9,0.281,0.156,1
55,94742,182314,0.11,6,0.06,0.156,1
33,69987,737389,0.299,18,0.148,0.321,1
29,103515,179934,0.494,5,0.394,0.079,1
23,324429,282185,-0.413,30,0.325,0.108,1
64,84691,110696,-0.844,10,0.569,0.251,1
32,72393,94734,1.032,6,0.257,0.246,1
49,149527,161516,0.022,8,0.425,0.125,1
43,101454,82945,0.949,12,0.21,0.075,1
29,184838,287861,1.646,23,0.22,0.256,1
41,97725,35339,0.521,27,0.482,0.117,1
25,79487,334161,0.359,23,0.064,0.151,1
29,36890,155402,2.5,20,0.328,0.186,1
27,40043,123642,0.207,9,0.315,0.116,1
62,35944,34191,-1.091,29,0.218,0.235,1
49,108797,62105,-0.281,30,0.207,0.181,1
67,45544,441166,1.552,19,0.164,0.127,1
42,168612,124325,-1.294,24,0.669,0.132,1
31,91371,192711,-0.752,10,0.166,0.258,1
51,79656,67969,1.106,14,0.423,0.163,1
67,59020,146128,-0.272,25,0.361,0.217,1
47,122847,43628,-0.11,13,0.226,0.179,1
21,60193,164109,1.073,23,0.112,0.075,1
36,54988,209393,-0.717,26,0.221,0.225,1
67,163038,200174,-1.469,29,0.181,0.244,1
46,107460,66514,-1.389,9,0.382,0.291,1
68,80025,110254,0.582,15,0.223,0.066,1
46,124030,243255,0.259,12,0.411,0.05,1
21,90403,124007,-0.693,16,0.391,0.218,0
64,108997,115823,-1.159,23,0.459,0.144,1
59,59823,831937,-0.271,10,0.556,0.094,1
56,253410,63736,1.117,7,0.309,0.186,1
69,67357,396633,-0.836,9,0.65,0.153,1
30,195942,53060,-0.663,23,0.41,0.103,1
66,81890,270410,-1.191,30,0.239,0.175,1
32,134742,283716,-0.367,4,0.227,0.214,0
69,129920,94756,0.338,30,0.674,0.19,1
30,159690,50144,2.115,1,0.41,0.191,0
48,59116,25463,0.218,16,0.339,0.207,1
60,154104,86231,-0.054,5,0.293,0.079,1
24,226564,240864,0.863,29,0.365,0.177,1
24,79080,56870,0.696,23,0.398,0.194,1
63,91575,163676,-0.578,11,0.279,0.157,1
24,69275,39720,2.302,21,0.434,0.13,1
51,75686,121527,-0.024,26,0.329,0.135,1
67,211774,53426,0.236,7,0.513,0.162,1
51,54472,139834,0.551,20,0.375,0.235,1
45,56191,95551,0.346,9,0.451,0.272,1
41,201393,51383,1.525,22,0.237,0.259,1
52,122988,82901,-0.59,18,0.296,0.086,1
49,259821,64709,0.783,22,0.192,0.124,1
46,71851,45975,0.165,20,0.024,0.219,1
28,95866,397465,0.983,20,0.454,0.258,1
54,64681,108470,-0.215,3,0.19,0.122,1
57,96685,20669,-0.35,26,0.278,0.191,1
56,37068,85600,0.732,6,0.4,0.112,1
24,126759,341680,0.358,12,0.295,0.197,1
56,105800,75597,-0.82,16,0.106,0.141,1
57,87447,577440,1.346,26,0.196,0.191,1
30,74042,69383,0.733,19,0.142,0.107,1
63,57537,235969,-0.074,6,0.093,0.082,0
47,129498,381309,-0.468,9,0.466,0.366,1
44,50112,224935,0.364,6,0.324,0.184,1
57,116252,43536,0.66,18,0.567,0.308,1
46,253924,64226,-1.594,22,0.374,0.271,1
48,189156,429963,0.376,22,0.347,0.082,1
36,42404,72710,0.653,23,0.231,0.202,1
67,68816,360952,-2.352,22,0.507,0.102,0
69,111112,101838,0.196,28,0.324,0.162,1
27,86892,170363,0.695,28,0.114,0.067,1
57,44706,43083,0.581,9,0.136,0.086,1
22,109122,86764,0.802,10,0.142,0.129,1
39,89550,68228,-0.328,2,0.209,0.147,1
69,234387,183768,-1.04,9,0.656,0.182,0
29,79297,163124,-1.8,16,0.369,0.118,0
39,161388,227470,1.092,20,0.214,0.189,1
31,47764,96464,0.703,27,0.151,0.248,0
57,53829,64938,1.168,18,0.153,0.196,1
44,129107,176813,-0.725,30,0.281,0.176,1
50,154729,59383,0.804,17,0.489,0.2,0
68,55763,395921,-1.503,26,0.536,0.094,0
47,91090,135310,-0.869,25,0.38,0.237,1
57,45106,111845,0.126,15,0.347,0.108,1
25,82204,227373,0.663,27,0.051,0.273,1
31,136766,140037,1.679,26,0.144,0.226,1
68,72409,33730,-0.24,10,0.35,0.213,1
63,79463,57705,-0.866,7,0.585,0.216,0
53,51158,388609,-0.917,4,0.749,0.18,1
39,65081,161763,-0.688,28,0.505,0.133,1
30,216776,33024,2.221,14,0.069,0.123,1
63,93342,205930,0.757,18,0.062,0.285,1
60,54525,90677,1.113,9,0.227,0.186,1
33,76894,68278,-0.239,12,0.516,0.113,0
50,40492,53530,-0.002,13,0.194,0.211,1
51,54203,368917,0.699,18,0.345,0.201,1
44,177679,25577,-0.506,6,0.665,0.16,1
67,83811,70588,-0.291,24,0.508,0.126,1
27,231638,167126,-0.675,12,0.422,0.224,1
33,85810,620895,-0.447,8,0.28,0.237,1
25,88395,246931,0.049,1,0.224,0.199,1
55,123997,70050,-0.822,4,0.329,0.184,1
53,23654,594103,0.286,9,0.145,0.133,1
70,99711,44302,0.285,22,0.36,0.209,1
48,87822,190459,-0.179,26,0.592,0.142,0
28,189205,232675,-0.827,29,0.05,0.104,1
43,145787,67873,0.105,9,0.051,0.248,1
25,51058,281032,-0.505,20,0.349,0.118,1
54,167483,94456,0.047,9,0.115,0.066,1
54,78937,280413,1.098,5,0.211,0.259,1
63,57259,28646,-1.253,17,0.636,0.075,0
37,99321,202778,2.173,20,0.224,0.157,1
36,81323,103517,-0.073,23,0.468,0.114,1
24,194230,422153,0.412,4,0.233,0.137,1
41,106711,144179,-0.753,23,0.344,0.313,1
44,99747,461712,1.142,10,0.298,0.174,1
58,141194,236864,-0.126,9,0.428,0.202,1
58,155438,133737,-0.394,1,0.115,0.227,1
28,133168,304764,-0.576,7,0.409,0.141,1
35,183010,306522,-0.268,15,0.042,0.245,1
46,122016,229374,0.418,6,0.281,0.203,1
37,97870,19059,0.173,10,0.172,0.225,1
22,167234,61950,-0.04,16,0.749,0.137,0
63,86001,521303,-0.711,3,0.373,0.207,1
57,91509,48438,-0.769,27,0.096,0.179,1
47,212852,331906,-0.461,10,0.359,0.248,1
36,202506,283282,0.46,23,0.404,0.148,1
63,89633,78058,0.662,20,0.222,0.302,1
22,71739,24901,0.797,23,0.449,0.2,1
43,187054,89892,-0.001,9,0.177,0.172,1
61,134292,973452,0.384,6,0.394,0.165,1
68,105383,68971,-0.168,5,0.246,0.18,0
33,76621,73391,-1.742,7,0.745,0.142,1
53,106235,61118,-0.216,17,0.245,0.22,1
30,89028,447619,-0.375,19,0.634,0.179,1
26,64563,120544,-1.039,23,0.094,0.297,1
38,95998,85398,-0.567,29,0.276,0.154,1
65,102773,535265,0.135,25,0.056,0.173,1
55,74598,252694,-1.133,11,0.456,0.154,0
45,141418,65580,-0.711,15,0.458,0.292,1
35,171439,49870,1.548,29,0.373,0.093,1
28,146168,425382,-1.603,22,0.201,0.186,1
34,78389,152284,-0.183,13,0.067,0.199,1
28,131331,37206,-1.166,25,0.628,0.112,1
30,93578,30139,-0.752,5,0.085,0.339,0
55,48518,54938,-0.198,21,0.242,0.124,1
27,125986,49161,-0.988,29,0.51,0.182,1
23,96822,23788,0.574,16,0.225,0.281,1
48,329173,55761,1.351,19,0.124,0.157,1
35,186503,65593,0.842,2,0.315,0.189,1
43,128430,98911,1.025,19,0.282,0.159,1
27,101941,688320,-1.38,9,0.138,0.177,1
31,97677,117975,-0.243,30,0.568,0.245,1
43,54487,129001,0.467,10,0.272,0.155,1
55,37725,237215,0.871,10,0.331,0.05,1
41,58179,121152,1.753,12,0.17,0.178,1
48,87878,215029,1.069,21,0.287,0.184,1
47,31407,193096,0.896,29,0.212,0.192,1
34,68556,167497,2.5,11,0.222,0.169,1
34,79520,1808865,0.096,7,0.429,0.128,1
42,80810,340579,-0.289,23,0.596,0.165,1
22,64647,56661,0.177,17,0.146,0.286,1
55,75872,209314,-0.915,14,0.344,0.177,1
51,213099,73558,0.068,30,0.367,0.219,1
36,125321,224138,-1.727,15,0.353,0.118,1
39,68010,43509,-0.53,19,0.118,0.163,1
37,86976,55348,-0.115,30,0.058,0.12,0
53,88735,204415,0.95,7,0.186,0.258,1
58,61303,368167,1.111,28,0.401,0.087,1
26,61267,235807,-0.964,29,0.563,0.202,1
41,149168,323546,2.076,15,0.063,0.2,1
21,72960,209993,0.148,11,0.413,0.197,1
43,52063,175192,0.24,5,0.11,0.05,1
33,88079,95327,-1.618,2,0.666,0.059,1
37,95470,311792,-0.62,30,0.213,0.187,1
43,33564,377295,1.05,13,0.459,0.125,1
37,88185,141717,0.17,21,0.206,0.141,1
40,138906,135017,0.108,8,0.605,0.155,1
59,112778,628226,0.227,10,0.307,0.117,1
61,274433,147268,-1.443,25,0.208,0.106,1
21,168235,160574,-0.097,20,0.019,0.18,1
39,185727,231931,1.408,7,0.268,0.066,1
63,364984,137361,1.087,1,0.557,0.15,1
47,131484,71688,-0.125,25,0.158,0.14,1
31,97646,210778,1.564,3,0.4,0.179,0
50,146449,144858,-1.259,2,0.19,0.323,0
28,68047,787340,-0.972,10,0.144,0.121,1
22,94979,304978,1.864,28,0.078,0.204,1
52,65101,87768,0.578,20,0.252,0.193,1
46,109816,289105,-0.289,2,0.279,0.214,1
58,64965,197891,-0.055,28,0.517,0.167,1
38,63838,487416,-0.807,29,0.145,0.266,1
63,110669,93562,0.277,21,0.527,0.221,1
42,84012,177762,0.197,3,0.037,0.222,1
57,34331,137202,0.02,1,0.07,0.095,1
26,43468,158106,-1.16,27,0.227,0.186,1
25,50713,67624,0.265,25,0.035,0.149,1
60,57877,251881,-0.53,25,0.14,0.128,1
62,110722,218504,-0.986,15,0.378,0.142,1
68,100412,476914,1.267,18,0.146,0.177,1
37,153308,148653,2.17,6,0.446,0.207,1
22,131133,103542,1.943,2,0.258,0.239,1
69,153817,305210,0.65,7,0.27,0.236,1
51,121998,73395,-0.266,19,0.051,0.198,0
33,99948,398266,-0.07,13,0.204,0.183,1
59,155942,397499,0.406,19,0.206,0.161,1
66,142525,465069,-0.42,14,0.293,0.165,1
35,108620,210523,1.319,17,0.714,0.133,1
59,169923,96814,-2.036,29,0.405,0.154,1
60,27852,165489,-0.296,19,0.167,0.201,1
46,77834,211177,0.801,29,0.386,0.272,1
52,77240,90605,-0.845,30,0.218,0.171,1
34,160156,497920,-0.24,19,0.357,0.132,1
67,197454,252828,0.594,30,0.172,0.238,1
70,43585,67197,1.518,8,0.241,0.06,1
70,182253,816659,-1.294,16,0.418,0.243,1
57,50103,163741,-1.368,3,0.118,0.094,1
23,50866,56033,-0.946,3,0.019,0.219,1
39,80051,71052,-1.538,4,0.236,0.151,1
43,76762,572287,-1.466,5,0.373,0.199,1
68,41289,775201,-0.973,13,0.261,0.305,1
48,124555,372103,1.233,22,0.214,0.13,1
47,126408,491771,-0.312,30,0.587,0.12,1
28,152449,448357,0.031,30,0.283,0.185,1
60,72463,247611,-0.955,6,0.036,0.272,1
37,88236,201698,0.634,14,0.306,0.191,1
25,88641,243840,1.876,13,0.345,0.183,1
70,209308,290920,-0.888,3,0.434,0.19,0
30,21817,76953,1.725,2,0.198,0.12,1
21,55776,289860,0.364,11,0.276,0.191,1
24,90250,557460,0.017,26,0.128,0.156,1
43,52301,124574,0.4,12,0.549,0.259,1
26,79095,113150,0.391,12,0.159,0.228,1
63,84502,230333,1.857,30,0.312,0.101,1
46,64778,83592,0.52,12,0.318,0.163,1
37,92948,45856,0.541,21,0.036,0.212,1
21,123209,421400,-0.421,30,0.252,0.121,1
44,79972,99961,0.839,4,0.37,0.115,1
28,71752,152511,-0.957,16,0.319,0.152,1
69,82841,86619,0.109,11,0.441,0.201,1
35,89666,473293,2.5,4,0.233,0.242,1
44,37700,323272,-2.5,2,0.536,0.194,1
21,113362,120780,0.233,20,0.361,0.328,1
27,71830,51869,0.272,20,0.396,0.139,1
31,169115,109771,-0.228,17,0.265,0.224,1
23,120945,250579,-0.205,21,0.434,0.113,1
57,161555,177755,0.091,22,0.049,0.277,1
68,54288,165476,-0.252,2,0.379,0.262,1
70,74748,181483,0.222,2,0.362,0.223,1
34,48356,296946,-0.488,11,0.024,0.076,1
60,63258,144454,2.022,18,0.36,0.222,1
46,168319,224898,-0.252,28,0.297,0.131,1
23,189342,61708,0.57,30,0.211,0.207,1
25,50691,1493834,-0.669,25,0.217,0.093,1
48,71570,116182,0.933,9,0.06,0.196,1
42,86636,180164,0.733,18,0.136,0.159,0
21,120616,249748,0.419,4,0.174,0.133,1
67,37334,103640,-1.027,15,0.277,0.216,0
57,40379,151060,-0.752,3,0.179,0.177,1
46,114964,149417,1.686,30,0.326,0.168,1
70,33964,65891,-0.763,14,0.462,0.224,1
69,71982,222598,0.641,22,0.31,0.294,1
69,97598,33999,-0.945,4,0.131,0.197,1
33,110791,726380,1.008,29,0.207,0.072,1
65,83843,306222,-0.686,16,0.189,0.087,1
46,74958,266626,-0.963,3,0.447,0.184,1
57,137290,31427,-0.712,12,0.374,0.242,1
63,103794,73505,-0.554,7,0.705,0.188,1
29,65125,523766,0.405,3,0.648,0.211,1
43,91714,6290228,0.069,1,0.204,0.176,1
27,109005,439597,-1.095,22,0.173,0.238,1
34,212497,381414,-0.028,27,0.412,0.217,1
41,133349,240594,-1.144,20,0.109,0.119,1
63,165189,69957,0.644,21,0.395,0.207,1
64,66321,367342,0.827,2,0.242,0.087,1
40,69250,55676,-0.024,6,0.207,0.207,1
37,80007,50456,0.272,2,0.045,0.163,1
47,83766,47677,1.752,30,0.466,0.19,1
66,54369,360967,-0.158,23,0.055,0.199,1
69,169487,142446,-0.944,29,0.277,0.197,1
32,139978,164253,0.579,28,0.22,0.265,1
30,77244,147935,-1.133,7,0.143,0.182,1
56,124048,54461,-0.211,16,0.215,0.191,0
36,100611,82021,-0.599,20,0.252,0.26,1
30,128989,85820,-0.702,23,0.389,0.294,1
22,45955,42347,-0.25,21,0.278,0.179,1
41,83678,95283,0.9,14,0.55,0.149,1
40,87426,56682,1.106,1,0.398,0.152,1
49,122932,252281,0.926,29,0.163,0.207,1
31,65732,271920,0.336,21,0.304,0.168,1
56,25786,46822,-0.258,26,0.093,0.075,1
55,52403,114855,-2.358,7,0.213,0.247,1
44,87294,797187,0.368,4,0.255,0.229,1
30,92921,62051,-2.279,28,0.068,0.249,1
46,208864,220216,-1.923,25,0.166,0.261,1
54,120444,164944,-0.162,26,0.455,0.191,1
39,93745,401109,0.265,14,0.424,0.196,1
34,88554,195695,-0.451,28,0.195,0.24,1
46,156319,101745,1.536,7,0.652,0.107,1
38,67004,159289,0.462,23,0.444,0.159,1
41,83904,161397,-0.249,15,0.388,0.176,1
38,52205,138118,1.386,5,0.102,0.235,1
36,182959,45761,1.565,22,0.153,0.148,1
56,109515,459167,0.513,11,0.161,0.137,1
44,63184,391672,-0.775,5,0.049,0.154,1
44,84994,58608,-0.55,22,0.305,0.208,1
53,116121,114432,-1.447,24,0.12,0.176,1
39,79396,122494,-0.042,10,0.451,0.093,1
26,68894,52972,-1.05,30,0.344,0.105,1
63,64889,27953,-0.329,22,0.437,0.188,1
23,106622,82031,0.261,1,0.164,0.19,1
49,75247,108839,-1.984,11,0.373,0.182,1
34,71732,40998,-1.264,30,0.532,0.152,1
31,46145,175900,-0.507,6,0.252,0.227,1
23,93563,427180,-0.053,29,0.33,0.202,1
66,82204,320070,-0.494,16,0.328,0.2,1
42,76630,133836,-0.271,21,0.44,0.202,1
38,99404,28625,-0.706,21,0.257,0.276,1
58,130818,285650,-1.449,16,0.201,0.119,1
22,127816,171124,-0.535,16,0.081,0.155,1
49,118650,219763,-0.213,18,0.166,0.16,1
45,79796,856734,-0.31,20,0.033,0.255,1
48,67783,71400,0.112,23,0.448,0.158,1
27,53402,11283,0.419,14,0.047,0.132,1
68,66902,58121,0.682,14,0.383,0.174,1
32,90889,232311,-0.634,24,0.569,0.186,1
54,60744,153679,-1.576,23,0.539,0.252,0
58,94428,50228,1.272,20,0.201,0.157,1
38,55539,41800,0.385,14,0.103,0.139,1
27,39225,109015,-0.955,18,0.407,0.125,1
35,135573,48869,0.278,18,0.109,0.159,1
61,70994,239656,1.068,14,0.122,0.334,1
66,59222,103581,1.729,6,0.391,0.203,1
67,52085,85305,0.251,17,0.377,0.216,1
32,111200,75807,1.06,14,0.63,0.18,1
51,178978,190080,-1.21,2,0.177,0.188,1
28,73573,155864,-0.036,29,0.236,0.227,1
56,80804,179899,-0.335,21,0.199,0.214,1
41,153796,176400,0.343,4,0.101,0.201,1
56,36401,140563,1.611,7,0.223,0.181,1
55,240626,59194,0.25,18,0.202,0.159,1
70,305473,77734,-0.938,26,0.135,0.205,1
45,23258,105154,-1.263,15,0.337,0.185,0
38,85718,962285,1.646,25,0.086,0.308,1
47,62824,44553,0.514,4,0.179,0.243,1
29,78840,102879,0.448,16,0.318,0.14,1
26,73012,163870,-0.344,25,0.729,0.11,1
46,135056,114164,0.268,26,0.198,0.156,1
62,85074,394338,-0.987,8,0.056,0.115,1
47,57074,113634,0.387,21,0.416,0.153,1
60,82576,121456,-1.175,2,0.18,0.122,1
29,116420,312249,-0.359,5,0.419,0.16,1
43,49797,765306,-0.643,28,0.553,0.161,1
51,39515,532394,-2.5,23,0.096,0.189,1
38,243759,132641,-0.347,7,0.215,0.168,1
21,65274,143462,-0.899,30,0.55,0.126,1
24,84027,156442,-0.21,30,0.189,0.253,1
67,73767,171218,0.002,2,0.315,0.204,1
51,118375,69967,1.768,1,0.308,0.147,1
34,218373,348476,0.305,8,0.001,0.127,1
33,120274,180654,0.334,24,0.357,0.092,1
22,42124,144065,0.496,18,0.301,0.088,1
68,45049,47780,0.872,16,0.378,0.243,1
26,73724,158649,0.454,13,0.21,0.236,1
58,78704,27296,0.282,15,0.276,0.145,1
33,38047,88868,0.711,20,0.626,0.262,1
37,135569,90364,-2.427,2,0.028,0.217,1
34,52282,194208,2.089,18,0.506,0.192,1
62,189893,814440,1.59,7,0.161,0.232,1
22,223660,250975,0.217,24,0.177,0.217,1
38,79494,552358,-1.413,6,0.251,0.189,1
34,112089,268091,1.21,3,0.476,0.166,1
34,48610,412891,-0.694,14,0.217,0.174,1
30,122934,797953,0.534,14,0.065,0.084,1
66,70155,77632,-1.283,16,0.557,0.132,1
39,52258,73203,2.226,26,0.391,0.288,1
41,77878,273846,-1.442,21,0.336,0.13,1
40,71303,149504,0.069,11,0.152,0.069,1
70,76495,182903,-2.122,22,0.073,0.234,0
37,144698,119921,-0.041,16,0.453,0.195,1
38,60774,87707,-0.425,7,0.086,0.198,0
37,214288,645047,1.137,1,0.35,0.171,1
37,46399,55743,-0.425,1,0.277,0.235,1
25,201850,278213,1.139,7,0.27,0.272,1
51,54139,240433,-1.024,25,0.174,0.149,1
22,89954,36217,-0.282,14,0.347,0.218,1
32,70437,71018,-0.262,14,0.196,0.247,1
31,75788,82617,0.496,12,0.24,0.145,1
35,134355,249326,0.368,8,0.271,0.271,1
58,190514,107803,0.722,22,0.462,0.247,1
50,163216,138879,0.267,1,0.386,0.105,1
70,73507,40397,0.661,19,0.049,0.276,1
38,98685,1216771,-0.898,29,0.528,0.109,1
67,60872,159926,0.389,27,0.382,0.139,1
23,54819,235035,1.608,12,0.648,0.221,1
46,50737,92210,-1.68,26,0.134,0.242,1
60,72314,83369,0.489,8,0.07,0.186,1
47,101963,838866,0.677,8,0.18,0.142,1
67,34602,26725,1.461,11,0.33,0.164,1
36,87938,192755,0.726,1,0.068,0.157,1
22,192063,50415,0.1,8,0.143,0.23,1
59,157711,104181,0.43,26,0.341,0.156,1
24,67169,84466,-0.735,23,0.014,0.141,1
59,44763,61760,-0.388,10,0.21,0.091,1
57,113264,154862,-1.336,10,0.341,0.144,1
63,28250,14871,1.487,11,0.252,0.173,1
44,156787,112922,0.45,4,0.153,0.112,1
65,80884,138293,-0.916,5,0.36,0.075,1
29,224856,44136,0.271,30,0.032,0.239,1
42,37952,585539,1.159,21,0.636,0.12,1
27,142435,87849,0.993,21,0.148,0.101,1
59,85589,121134,-0.928,9,0.051,0.274,1
56,76270,88027,-2.5,26,0.358,0.231,1
61,45372,139383,0.395,6,0.549,0.242,1
59,121229,486854,-0.887,30,0.435,0.21,1
36,126201,1389014,0.622,16,0.183,0.259,1
24,219724,293451,0.95,10,0.602,0.233,1
67,148983,399347,1.114,23,0.229,0.159,1
45,66877,703044,1.745,13,0.594,0.116,1
25,54482,187658,1.236,9,0.174,0.103,0
67,45402,616378,1.75,21,0.661,0.172,1
70,187996,306065,1.379,22,0.368,0.114,1
43,60991,170754,1.466,19,0.738,0.132,1
59,188656,205602,-0.041,14,0.254,0.171,1
22,117020,29118,-1.289,10,0.289,0.264,1
25,106140,195106,2.482,13,0.191,0.089,1
34,77198,37385,0.063,27,0.213,0.182,1
53,125229,34740,1.229,11,0.026,0.105,1
27,89307,178435,-0.55,30,0.088,0.147,1
22,74829,55035,0.964,5,0.16,0.236,1
54,127461,149043,-2.445,5,0.189,0.129,0
59,83749,169903,-0.41,10,0.326,0.164,1
57,60379,176864,-0.098,1,0.242,0.188,1
60,121477,66482,0.463,27,0.039,0.222,1
61,87166,336787,1.072,11,0.142,0.147,1
51,114923,138424,-1.094,4,0.074,0.256,0
46,71728,223096,0.66,19,0.24,0.153,1
63,49168,51103,1.227,29,0.08,0.209,1
38,214294,127758,2.346,30,0.057,0.169,1
25,195023,402703,0.707,4,0.105,0.224,1
58,140008,359170,-0.46,24,0.393,0.302,1
34,74136,73191,-1.272,11,0.48,0.163,0
69,77451,91802,1.829,26,0.273,0.179,1
41,179643,61610,0.737,19,0.588,0.154,1
63,75407,83085,-0.022,22,0.1,0.145,1
23,65597,42584,-1.62,26,0.607,0.138,1
53,229506,132460,-0.931,27,0.12,0.179,1
43,87880,265194,0.631,5,0.137,0.133,1
44,217897,74002,0.354,22,0.259,0.135,1
34,44729,138254,-1.946,5,0.259,0.05,1
69,116618,123000,0.633,29,0.087,0.263,1
40,253497,387704,-1.568,19,0.178,0.279,1
63,91349,86505,1.354,6,0.333,0.219,1
42,78871,89384,0.209,9,0.611,0.128,1
23,50196,70050,-0.463,27,0.443,0.104,1
64,154622,53886,0.99,20,0.199,0.086,1
30,61237,241508,0.353,7,0.263,0.218,1
34,85833,132825,1.325,25,0.483,0.256,1
64,48548,157585,0.08,22,0.336,0.19,1
65,196028,472394,0.139,3,0.175,0.231,1
66,160333,497456,-0.285,9,0.249,0.207,1
42,88590,34091,0.263,26,0.574,0.134,1
58,50538,268724,1.698,11,0.134,0.241,1
37,193982,183776,-0.503,2,0.533,0.237,1
58,74952,99008,0.648,19,0.37,0.121,1
46,51791,201452,-0.88,27,0.105,0.228,1
23,37291,31718,-2.067,17,0.202,0.171,0
41,65159,559483,0.207,30,0.45,0.164,1
44,43488,238432,0.37,4,0.416,0.203,1
33,65917,68852,-0.11,21,0.308,0.202,1
39,130584,88568,-1.496,20,0.22,0.233,1
46,74598,32389,0.304,30,0.363,0.129,1
23,107518,113078,0.266,16,0.043,0.214,1
28,62686,97142,-0.889,25,0.513,0.11,1
59,92981,45515,-1.353,5,0.547,0.169,1
38,235159,301771,-0.252,2,0.23,0.173,1
51,75608,473311,0.653,22,0.349,0.238,1
49,109074,146351,0.417,1,0.112,0.181,1
48,41143,113926,-0.881,27,0.431,0.164,1
41,192455,221877,0.137,1,0.121,0.266,0
45,70895,147372,0.887,21,0.324,0.154,1
62,152182,56638,-1.173,14,0.139,0.152,1
69,84624,83365,0.063,20,0.431,0.067,1
33,122193,114875,1.34,19,0.49,0.167,1
54,125878,187542,-1.275,14,0.181,0.124,1
69,71779,151266,1.156,15,0.398,0.165,1
21,155363,181266,1.619,16,0.172,0.194,1
60,61579,38027,-0.222,21,0.118,0.115,1
45,132791,272962,-0.343,22,0.415,0.131,1
69,74048,150462,1.033,14,0.338,0.084,1
49,107188,1492299,-0.186,11,0.194,0.149,1
62,71437,105823,-2.353,2,0.186,0.123,0
29,92277,200687,-0.099,24,0.124,0.309,1
28,52587,1913965,0.47,7,0.413,0.27,1
67,101859,178630,0.74,14,0.426,0.261,1
47,92011,141142,-0.881,30,0.293,0.102,1
48,68699,61708,-0.27,24,0.184,0.169,1
29,87557,593522,0.977,11,0.18,0.108,1
32,96237,52849,-0.06,15,0.178,0.291,1
61,66131,220312,-1.529,10,0.232,0.23,1
36,84388,97948,1.238,19,0.366,0.117,1
50,54436,126499,-0.214,5,0.205,0.202,1
36,290812,41641,1.091,29,0.243,0.091,1
34,152837,502427,-1.395,30,0.156,0.172,1
29,103168,116818,-0.121,9,0.036,0.169,1
67,161720,50252,0.51,7,0.18,0.224,1
68,33454,463153,-0.087,17,0.551,0.239,1
26,25052,95289,-1.183,20,0.105,0.181,0
38,73712,202711,-2.387,20,0.297,0.167,1
49,45174,319869,1.523,2,0.14,0.05,1
40,79958,229813,0.248,22,0.273,0.274,1
57,99747,20773,1.167,2,0.073,0.141,1
34,142596,280467,0.929,11,0.272,0.186,1
23,50941,137014,0.597,22,0.514,0.316,1
37,109906,111554,-0.321,27,0.137,0.108,1
50,90650,135975,0.49,20,0.253,0.181,1
30,107079,35220,1.433,5,0.299,0.21,1
61,69403,178322,0.083,21,0.127,0.246,1
21,179716,43934,1.902,2,0.108,0.18,1
24,85461,115976,-1.499,7,0.118,0.251,1
46,218525,172651,-1.607,4,0.255,0.155,1
46,60619,394362,0.988,30,0.068,0.213,1
35,130480,71735,-0.819,12,0.594,0.205,1
33,87355,553944,2.043,17,0.371,0.175,1
24,76397,351709,1.337,24,0.519,0.199,1
54,123466,101918,1.588,30,0.422,0.128,1
39,77496,55299,0.884,30,0.129,0.162,1
26,23780,40903,-0.922,5,0.347,0.103,1
40,19460,191562,-1.659,12,0.269,0.154,0
67,170038,77253,1.495,13,0.329,0.248,1
